Part type,Part name,Rank,StackHeight,CA Mirror,Data mask,Address width,Row width,Column width,Bank width,Bank group width,CS width,CKE width,ODT width,CK width,Memory speed grade,Memory density,Component density,Memory device width,Memory component width,Data bits per strobe,IO Voltages,Data widths,Min period,Max period,tCKE,tFAW,tFAW_dlr,tMRD,tRAS,tRCD,tREFI,tRFC,tRFC_dlr,tRP,tRRD_S,tRRD_L,tRRD_dlr,tRTP,tWR,tWTR_S,tWTR_L,tXPR,tZQCS,tZQINIT,tCCD_3ds,cas latency,cas write latency,burst length
SODIMMs,MTA8ATF1G64HZ-2G6E1,1,1,0,1,16,16,10,2,2,1,1,1,2,2G6,8GB,8Gb,64,8,8,1.2V,64,750,833,5000 ps,21000 ps,0,8 tck,32000 ps,14250 ps,7800000 ps,350000 ps,0,14250 ps,5300 ps,4900 ps,0,7500 ps,15000 ps,2500 ps,7500 ps,360 ns,128 tck,1024 tck,0,19,19,8
